distance,weight,speed,traffic,weather,eta
1409,18935,51,2,1,28.627450980392158
171,25692,88,3,4,4.443181818181818
263,2631,54,1,3,6.37037037037037
1948,26224,56,4,3,37.18571428571429
285,8565,86,4,4,6.113953488372093
1968,24694,54,2,1,37.44444444444444
1020,9466,72,3,2,15.866666666666667
1176,4783,82,2,4,16.541463414634148
1978,24188,78,3,2,27.058974358974357
403,2721,81,1,1,5.675308641975309
1839,9720,60,3,2,32.349999999999994
489,21413,61,3,4,10.51639344262295
905,2009,76,3,1,13.207894736842105
695,24990,86,3,4,10.581395348837209
926,2027,53,1,4,19.37169811320755
1663,21448,76,2,3,23.681578947368422
281,25836,85,1,2,4.405882352941176
223,29830,69,2,2,4.631884057971015
1509,23295,53,2,2,29.87169811320755
410,3968,50,3,1,9.5
311,14294,79,2,1,4.936708860759494
848,18307,53,2,2,17.400000000000002
894,24437,80,3,1,12.475000000000001
863,25932,87,2,2,11.319540229885058
486,12760,87,3,1,6.886206896551725
493,26419,76,4,1,8.086842105263157
527,1973,55,3,1,10.881818181818183
260,8919,82,3,4,5.670731707317072
1434,23306,88,2,1,17.295454545454547
710,12771,51,3,3,16.021568627450982
579,1475,58,3,4,12.482758620689655
1063,18367,89,4,2,13.9438202247191
963,15575,75,1,4,14.74
576,9469,66,3,4,11.227272727272727
975,14881,54,1,2,19.15555555555556
1330,9913,75,2,4,19.933333333333337
905,10182,61,2,3,16.63606557377049
1396,6249,54,3,2,27.55185185185185
1836,1632,62,2,2,31.012903225806454
832,17766,59,1,4,16.001694915254237
1954,20916,71,3,2,29.22112676056338
1420,16438,60,2,3,25.46666666666667
1352,3693,55,3,2,26.28181818181818
1101,23784,58,3,1,20.282758620689652
1651,7412,73,1,2,23.716438356164385
783,21038,74,3,4,13.08108108108108
1639,10348,54,4,2,32.35185185185185
1700,3235,81,1,2,22.087654320987657
1331,3437,68,2,4,21.77352941176471
1538,22678,55,3,3,30.063636363636363
469,3690,51,4,1,10.796078431372548
710,25212,56,4,4,15.478571428571428
1739,5115,63,4,3,30.003174603174603
1620,26838,56,3,3,31.028571428571425
277,10708,89,3,3,5.212359550561797
1296,26910,82,3,2,17.504878048780487
456,28088,55,2,3,10.09090909090909
1185,2312,60,4,4,22.55
1440,8060,61,1,2,24.706557377049183
1028,18450,51,3,3,22.256862745098037
1846,3739,68,3,1,28.44705882352941
1073,21715,65,1,4,18.40769230769231
561,14887,81,2,4,9.125925925925925
846,10820,54,3,4,18.166666666666668
575,29095,85,4,2,8.764705882352942
1473,12527,65,4,3,25.06153846153846
1009,24443,62,1,4,18.174193548387098
1881,8336,53,4,1,37.09056603773585
1685,10407,65,2,2,27.323076923076925
1852,9478,87,4,3,23.68735632183908
300,19955,62,4,1,6.4387096774193555
994,9156,52,1,1,19.815384615384616
1442,19619,71,4,3,22.709859154929575
1328,2920,53,4,1,26.656603773584905
766,23398,89,2,4,10.806741573033706
1175,14623,62,2,3,20.75161290322581
1305,16656,68,4,2,21.191176470588236
544,2953,54,3,4,12.574074074074074
1691,17920,75,4,1,24.146666666666665
334,5747,66,3,3,7.160606060606061
1314,25252,56,3,2,25.164285714285715
150,1375,68,4,2,4.205882352941177
953,15576,82,2,2,13.021951219512195
343,21989,80,3,1,5.5875
1532,17067,63,4,4,27.117460317460317
1464,3772,87,3,4,19.32758620689655
1468,19697,85,2,1,18.270588235294117
918,11406,77,2,2,13.322077922077922
595,23612,73,4,4,10.950684931506848
1762,29321,66,2,2,28.096969696969698
488,12377,73,4,2,8.684931506849315
195,17888,58,2,4,5.562068965517241
1597,10572,79,2,3,22.01518987341772
271,20475,71,1,1,4.516901408450704
1387,2058,64,1,2,22.771875
1461,1237,58,2,2,26.589655172413796
1584,23338,59,3,3,28.94745762711864
397,11958,73,4,1,7.038356164383562
542,16675,78,3,3,9.04871794871795
136,13261,57,4,1,3.9859649122807013
1139,21619,68,1,1,17.45
1445,3347,76,2,4,21.213157894736845
129,2414,58,2,4,4.424137931034483
1397,14443,77,4,3,20.54285714285714
1976,10835,62,1,3,33.37096774193549
1286,12536,55,2,3,25.181818181818183
1577,24568,82,1,4,21.13170731707317
1494,4962,58,1,3,27.25862068965517
521,22110,79,2,4,8.794936708860758
1532,16356,79,3,1,20.692405063291137
1469,5695,57,4,1,27.371929824561402
173,17908,81,4,1,3.7358024691358023
1500,6058,88,3,2,18.745454545454546
87,1551,77,2,2,2.5298701298701296
1726,10840,51,3,1,35.14313725490196
67,3621,50,3,2,3.04
729,1335,86,1,3,9.976744186046513
1990,29954,86,4,1,24.73953488372093
1316,2303,58,1,1,23.389655172413793
1435,29637,58,3,3,26.841379310344827
1412,19395,88,4,3,18.445454545454545
865,6198,60,2,2,15.816666666666666
617,10840,88,3,2,8.711363636363638
961,24917,80,4,4,14.812499999999998
1620,3259,89,1,1,18.902247191011234
1659,21108,63,3,3,28.43333333333333
712,24536,50,4,2,16.24
1429,19821,55,2,2,27.381818181818183
1756,15342,88,1,2,21.054545454545455
1761,22737,72,2,3,26.258333333333333
1720,8629,77,3,2,24.037662337662336
270,26867,51,4,4,8.094117647058823
1308,15906,53,2,3,26.47924528301887
523,10069,59,3,4,11.364406779661017
1299,26685,69,4,4,21.62608695652174
520,29236,76,4,1,8.442105263157895
1383,16326,73,4,1,20.545205479452054
440,11476,79,1,2,6.669620253164557
724,10915,51,2,3,15.996078431372549
1508,22483,68,3,3,24.27647058823529
1956,20733,69,2,1,29.347826086956523
704,3352,85,4,2,10.282352941176471
1329,11854,71,3,2,20.418309859154927
1280,25325,59,1,1,22.394915254237286
340,3065,64,4,1,6.9125000000000005
671,4276,56,3,4,14.482142857142858
1835,28037,71,4,3,28.24507042253521
543,12097,57,4,4,12.326315789473684
64,3809,59,4,2,3.084745762711864
1612,27989,71,1,3,24.204225352112676
1813,10545,83,4,1,23.4433734939759
311,1304,64,4,4,7.659375000000001
726,6559,66,3,2,12.700000000000001
728,21832,71,3,1,11.553521126760565
978,25784,69,3,2,15.873913043478263
635,11285,81,2,4,10.039506172839506
1992,16177,54,1,3,38.388888888888886
767,21019,70,4,4,13.757142857142856
1308,12971,56,3,1,24.657142857142855
791,17380,71,3,1,12.440845070422537
273,25625,76,2,4,5.792105263157895
119,3340,60,1,4,3.8833333333333333
887,25108,60,1,1,15.483333333333334
1263,7791,67,2,2,20.25074626865672
1548,3696,65,3,3,25.915384615384614
1300,7668,85,3,1,16.594117647058823
1316,16149,67,1,4,21.541791044776122
1785,8264,78,4,1,24.48461538461538
1529,6545,69,2,2,23.559420289855076
853,13464,53,2,4,18.294339622641512
595,14740,57,3,2,12.138596491228071
873,18993,59,1,4,16.696610169491528
1295,17791,76,4,4,19.839473684210528
388,12134,68,2,2,7.105882352941176
881,1983,53,1,4,18.522641509433964
1795,29818,77,1,3,24.81168831168831
1511,26120,65,1,3,24.746153846153845
561,10855,51,4,2,13.0
585,5362,83,3,4,9.548192771084336
248,2580,61,3,1,5.365573770491803
89,13615,56,1,1,2.289285714285714
1037,13947,76,1,3,15.144736842105264
1944,15747,50,3,3,40.980000000000004
1434,17723,69,3,1,22.082608695652173
1957,18441,52,3,1,38.934615384615384
264,4276,84,3,3,5.242857142857143
921,12959,55,1,4,18.645454545454548
794,29132,75,3,1,11.886666666666667
1071,22190,86,2,3,14.253488372093024
889,13746,86,2,2,11.737209302325581
212,16146,56,4,3,6.185714285714286
1197,15188,87,2,1,14.758620689655173
823,6942,63,4,2,15.063492063492063
1243,12084,69,2,2,19.41449275362319
1913,16708,64,4,4,32.690625
411,24332,68,3,3,8.144117647058824
900,13385,65,3,2,15.546153846153848
475,22341,64,3,2,9.121875000000001
1222,4017,68,4,3,20.370588235294115
254,4097,61,4,3,6.563934426229508
206,24155,56,3,1,4.978571428571429
213,1989,59,4,1,5.210169491525424
867,3785,62,4,4,16.783870967741937
1389,5258,73,1,2,20.127397260273973
1206,20859,88,1,1,14.404545454545456
242,13550,71,1,1,4.108450704225352
1702,26082,82,3,2,22.45609756097561
999,11754,64,1,1,16.309375
146,14175,59,2,2,3.8745762711864407
1806,5186,57,3,3,33.784210526315796
495,5329,71,1,1,7.671830985915493
990,16692,73,3,3,15.661643835616438
689,5230,67,3,3,12.383582089552238
1112,23778,83,4,4,16.197590361445783
268,25367,54,2,1,5.962962962962963
690,22567,88,3,4,10.34090909090909
373,12060,68,1,1,6.185294117647059
1882,12200,67,1,2,29.189552238805973
1857,18903,66,3,1,29.436363636363634
315,19077,77,1,4,5.99090909090909
1313,2052,72,2,4,20.436111111111114
617,18408,70,2,1,9.814285714285715
964,28715,57,1,3,18.412280701754387
656,3072,61,3,4,13.254098360655737
77,19519,67,2,4,3.3492537313432837
1708,18419,70,4,1,25.999999999999996
1190,26207,72,1,1,17.227777777777778
1810,18630,59,2,1,31.677966101694917
1789,23021,68,1,3,27.808823529411764
576,10646,68,4,2,10.470588235294118
459,3358,59,4,1,9.379661016949152
1576,19916,76,4,2,22.736842105263158
1971,3672,59,1,3,34.90677966101695
344,16695,85,3,1,5.347058823529412
1585,9549,70,4,4,25.442857142857143
992,5476,70,3,1,15.471428571428572
685,5885,84,2,2,9.554761904761905
1134,20610,82,2,3,15.629268292682926
139,13681,72,3,1,3.2305555555555556
122,5986,68,4,4,4.594117647058823
1921,5858,62,1,2,32.08387096774194
1231,18732,59,2,3,22.664406779661018
1938,3970,77,3,2,26.868831168831168
992,15905,50,1,3,21.34
1307,7200,70,2,1,19.67142857142857
477,18000,70,4,1,8.414285714285715
77,17704,61,2,2,2.662295081967213
1997,29853,72,1,3,29.23611111111111
1343,14372,76,4,3,20.071052631578947
764,11309,67,3,4,13.902985074626866
944,26061,61,1,3,16.975409836065573
319,15349,60,3,2,7.016666666666667
1717,22089,89,4,1,20.892134831460673
1585,19821,74,3,2,23.11891891891892
1641,10597,76,3,2,23.292105263157893
1984,17087,67,1,1,30.311940298507462
1395,2574,74,1,4,20.751351351351353
1460,12325,70,4,2,22.857142857142858
643,14715,56,2,1,12.482142857142858
1083,14592,54,3,1,21.355555555555554
757,9382,57,3,2,14.980701754385967
167,13639,55,3,4,5.536363636363636
173,13633,85,4,2,4.035294117647059
1222,22563,71,1,4,19.111267605633806
763,7721,55,2,1,14.872727272727273
305,27612,74,4,1,5.7216216216216225
367,8694,66,2,3,7.36060606060606
71,17270,85,2,2,2.235294117647059
1149,24003,67,4,1,18.74925373134328
930,15824,69,1,2,14.578260869565218
535,26970,59,4,1,10.667796610169491
95,18258,69,3,3,3.4768115942028985
1769,2266,83,1,3,22.813253012048193
1921,14000,79,1,2,25.416455696202533
1338,4631,54,4,2,26.77777777777778
1295,4832,64,1,1,20.934375
669,29416,53,1,2,13.722641509433963
843,27721,66,2,4,14.972727272727273
1852,5308,83,2,4,24.513253012048196
617,20201,82,3,3,9.62439024390244
1153,3578,64,4,1,19.615624999999998
1611,20676,61,2,4,28.609836065573774
1985,25239,61,2,1,33.540983606557376
1870,14920,60,1,3,32.66666666666667
1594,22674,77,2,2,22.101298701298703
1174,3739,56,1,4,22.864285714285717
159,10389,79,4,3,4.412658227848102
396,14397,87,3,3,6.651724137931034
951,6231,63,4,1,16.695238095238093
921,22205,75,4,1,13.879999999999999
279,9992,56,2,3,6.782142857142857
1302,29917,77,3,3,19.009090909090908
1537,7225,51,4,3,32.537254901960786
183,19600,51,1,4,5.488235294117647
1612,7205,74,1,1,22.48378378378378
1269,12293,51,4,3,27.28235294117647
910,3306,53,1,4,19.06981132075472
845,15058,74,2,3,13.21891891891892
173,29111,87,2,4,4.188505747126436
1754,6208,87,4,1,21.76091954022988
674,2366,65,1,3,11.869230769230771
532,13925,59,4,2,11.016949152542374
406,2338,72,2,2,7.038888888888889
1886,10307,69,2,1,28.333333333333332
935,24465,60,4,3,17.983333333333334
684,1725,62,2,2,12.43225806451613
528,24096,78,4,4,9.569230769230769
1156,11804,63,1,3,19.849206349206348
451,7974,80,2,3,7.4375
416,17957,54,2,4,9.903703703703703
1411,5771,60,4,1,25.116666666666664
1900,29674,67,4,3,30.75820895522388
1913,13328,54,3,2,37.12592592592592
1719,27047,89,4,1,20.91460674157303
357,25675,54,1,1,7.311111111111111
743,10607,69,2,1,11.768115942028986
1736,15969,75,3,1,24.446666666666665
80,24853,61,4,2,3.3114754098360653
986,27865,82,2,1,13.024390243902438
400,25664,77,3,1,6.4948051948051955
955,24178,76,2,3,14.36578947368421
1990,5376,72,2,2,29.03888888888889
1157,11443,66,1,4,19.430303030303033
910,20476,73,1,4,14.365753424657534
240,9029,51,4,1,6.305882352941177
1564,9480,60,2,4,28.26666666666667
1646,17572,86,3,1,20.439534883720928
1981,1282,51,4,2,40.84313725490196
921,10663,89,4,4,13.148314606741572
1015,2105,68,3,2,16.626470588235293
1710,6991,82,4,1,22.453658536585365
169,14186,69,4,4,5.249275362318841
1518,4586,66,4,3,25.4
700,8938,88,2,1,8.954545454545455
150,1817,56,2,4,4.878571428571428
498,18785,50,1,4,11.860000000000001
1062,16940,69,4,2,17.39130434782609
1437,13097,83,3,4,19.813253012048193
1378,24291,57,4,3,26.575438596491228
1824,4940,62,1,1,30.119354838709675
593,26131,71,1,2,9.45211267605634
1106,29362,58,2,4,21.268965517241384
1715,26579,58,4,1,31.16896551724138
73,3294,75,4,2,2.9733333333333336
289,2857,52,4,3,7.957692307692308
155,26192,85,2,4,4.023529411764706
1302,27430,64,1,2,21.44375
1355,4856,83,1,3,17.825301204819276
1293,23449,70,4,4,21.271428571428572
205,19781,59,3,3,5.574576271186441
1954,17284,70,1,3,29.414285714285715
760,10749,75,1,1,10.833333333333334
679,6620,78,2,1,9.705128205128204
1702,5510,84,3,3,22.36190476190476
65,27205,50,3,1,2.6
1000,24373,76,1,4,15.057894736842105
257,11664,72,1,2,4.669444444444444
1642,15817,75,1,2,22.993333333333336
612,10099,61,4,3,12.4327868852459
1175,3814,66,3,1,19.1030303030303
76,2134,50,1,4,3.42
1523,6153,87,3,2,19.20574712643678
1787,27923,57,4,1,32.95087719298245
824,17105,79,1,3,11.930379746835445
1529,4190,53,2,4,31.049056603773586
343,17348,52,4,1,8.196153846153846
533,28449,56,3,3,11.617857142857144
1053,28753,69,4,3,17.66086956521739
1269,5977,54,2,2,24.900000000000002
1223,13249,84,2,2,15.95952380952381
1383,8656,78,1,3,19.23076923076923
1226,12442,51,1,3,25.53921568627451
837,14652,53,2,4,17.992452830188682
996,6986,69,4,4,17.234782608695653
1322,9914,61,4,2,23.672131147540984
1871,25938,87,1,3,23.00574712643678
1732,21590,68,1,2,26.570588235294117
128,4108,79,2,2,3.020253164556962
1846,13336,61,1,4,32.162295081967216
199,11897,59,2,4,5.5728813559322035
255,15886,76,3,4,5.855263157894736
1806,13380,87,1,3,22.25862068965517
801,17914,72,4,1,12.725
683,11820,87,2,3,9.650574712643678
1612,1873,75,1,1,22.19333333333333
204,15486,86,2,1,3.372093023255814
1289,29126,73,1,3,19.15753424657534
1636,20704,51,2,4,34.27843137254902
1549,16730,80,2,4,21.562500000000004
584,22787,72,1,4,10.011111111111111
1339,17632,57,4,3,25.891228070175437
929,6910,79,3,4,14.259493670886076
1467,21646,75,2,3,21.36
751,9903,53,2,4,16.369811320754717
1897,10563,79,1,4,25.9126582278481
339,23495,54,2,3,8.077777777777778
1731,14754,86,1,2,21.227906976744187
701,25704,60,2,2,13.083333333333334
1837,29174,73,4,1,26.764383561643832
1929,16988,63,2,3,32.419047619047625
1863,28972,54,4,3,36.900000000000006
1930,25131,62,3,4,33.62903225806452
1420,6602,61,3,2,24.97868852459016
1285,12383,84,3,3,17.397619047619045
1964,23769,70,1,3,29.557142857142857
1127,20058,64,2,1,18.609375
606,5171,62,4,1,11.374193548387096
867,14911,71,2,4,14.411267605633801
554,19029,76,2,2,8.689473684210526
1891,24916,66,4,2,30.651515151515152
1092,7352,71,4,4,18.18028169014085
1526,22325,83,4,1,19.985542168674698
1176,17415,73,4,4,18.90958904109589
1495,3576,57,4,3,28.628070175438594
884,23688,71,4,3,14.85070422535211
922,18072,63,3,2,16.334920634920636
407,17727,81,4,4,7.824691358024692
816,23243,52,2,4,17.892307692307693
1639,1458,80,3,4,22.9875
449,23530,59,3,3,9.710169491525424
1763,20604,87,2,4,22.464367816091958
1729,20388,65,3,2,28.3
1119,14599,87,2,4,15.062068965517241
1349,23597,78,2,3,19.094871794871796
838,16348,72,2,1,12.63888888888889
771,15792,60,2,3,14.649999999999999
403,21329,61,4,1,8.20655737704918
1868,25106,68,1,1,28.170588235294115
1888,6684,55,3,3,36.42727272727273
1292,10001,63,4,3,22.90793650793651
1201,4706,82,3,3,16.746341463414634
559,19359,72,4,2,9.76388888888889
642,12352,73,4,2,10.794520547945206
60,21333,70,3,4,3.357142857142857
469,1876,73,4,3,8.824657534246576
199,10651,84,4,4,5.169047619047619
409,26211,70,4,4,8.642857142857142
1965,13558,72,4,4,30.09166666666667
195,23198,62,1,1,3.8451612903225802
839,11211,52,2,4,18.334615384615386
331,10402,84,4,1,5.540476190476191
857,1583,63,3,1,14.903174603174604
303,7843,66,4,2,6.590909090909091
802,15106,89,3,4,11.51123595505618
65,6587,62,1,1,1.7483870967741937
1812,3786,64,2,1,29.3125
1364,5034,83,2,2,17.833734939759037
1866,22589,64,3,3,31.256249999999998
276,11717,61,1,3,6.024590163934426
1618,13506,77,1,4,22.912987012987013
1165,19496,59,2,2,21.14576271186441
1270,17104,81,4,1,17.27901234567901
762,23545,53,3,4,16.87735849056604
856,16201,52,1,4,18.361538461538462
1553,13686,59,4,1,27.92203389830508
741,2297,64,4,4,14.378124999999999
470,4686,74,3,1,7.651351351351352
628,7460,67,3,3,11.47313432835821
402,22853,87,3,1,5.9206896551724135
1655,29699,51,4,2,34.450980392156865
398,14092,68,3,1,7.152941176470588
1052,9533,50,3,3,23.139999999999997
566,5485,83,1,4,8.719277108433735
243,28670,77,4,4,5.955844155844156
617,25558,59,2,1,11.457627118644067
764,15765,51,4,2,16.980392156862745
486,22481,67,3,4,9.753731343283581
1979,18781,82,4,3,26.534146341463412
271,12001,61,2,2,5.842622950819671
1884,26755,50,4,3,40.080000000000005
1185,20074,69,1,1,17.87391304347826
1122,25677,72,4,4,18.383333333333336
639,7191,85,1,1,8.217647058823529
1459,6846,77,2,4,21.14805194805195
637,21732,67,1,2,10.607462686567166
289,10458,65,1,2,5.546153846153846
160,4996,59,1,3,4.211864406779661
1068,11143,73,3,3,16.73013698630137
605,16669,61,2,2,11.318032786885245
1325,26307,76,3,1,18.73421052631579
1803,6990,55,1,4,34.68181818181818
582,26376,75,2,1,8.76
1903,13053,56,3,2,35.68214285714285
1845,20894,75,4,3,27.0
964,18805,79,2,3,14.002531645569618
1399,21549,83,3,3,18.955421686746988
932,3047,72,1,4,14.844444444444445
380,6368,78,4,4,7.671794871794871
823,21207,74,4,1,12.72162162162162
216,12557,87,1,4,4.382758620689655
1494,21163,80,1,2,19.775000000000002
626,3315,57,1,3,12.482456140350877
1990,18914,57,1,2,36.01228070175438
466,28604,72,2,4,8.672222222222222
1493,29029,57,1,4,28.09298245614035
1333,24268,52,1,4,27.534615384615385
810,5346,74,4,1,12.545945945945945
364,7559,69,3,1,6.575362318840581
306,10708,56,2,2,6.864285714285714
252,6438,55,3,4,7.081818181818182
1054,19648,78,3,2,15.212820512820514
1708,28870,58,2,4,31.648275862068967
1073,5353,82,1,3,14.585365853658537
1137,16285,85,1,1,14.076470588235296
1739,9523,68,3,1,26.873529411764704
1930,25468,53,1,4,38.31509433962264
1140,5259,85,3,2,15.111764705882354
1058,4529,66,4,2,18.03030303030303
242,3424,88,2,3,4.550000000000001
1626,4716,55,4,4,32.36363636363636
1089,3933,78,2,4,16.161538461538463
1580,16200,77,1,1,21.21948051948052
631,29391,80,4,4,10.6875
1805,4760,89,3,1,21.58089887640449
353,6544,78,3,4,7.0256410256410255
114,12583,69,1,2,2.752173913043478
591,27742,76,3,2,9.476315789473684
1281,25911,55,1,4,25.19090909090909
384,4883,84,4,2,6.571428571428571
1672,22364,57,2,1,30.333333333333332
128,26133,61,3,1,3.398360655737705
1928,8981,89,1,3,23.162921348314608
1686,23230,53,2,2,33.21132075471698
655,11020,59,4,3,13.501694915254237
86,12162,79,4,3,3.488607594936709
1294,17873,73,2,1,18.726027397260275
1160,6093,87,4,2,15.333333333333334
1941,3936,53,3,1,37.92264150943396
1619,19895,67,1,1,24.86417910447761
1186,20023,65,1,4,20.146153846153847
1287,14894,88,1,2,15.725000000000001
1139,18995,83,3,3,15.82289156626506
262,18158,51,2,2,6.537254901960784
368,1201,54,4,1,8.414814814814815
534,9731,55,1,3,11.20909090909091
1784,26347,84,2,2,22.63809523809524
805,12193,58,1,1,14.579310344827586
1872,16405,77,2,2,25.711688311688313
454,4671,65,3,3,9.084615384615386
1677,24866,88,4,3,21.456818181818182
1801,19338,52,1,3,36.13461538461539
1566,5154,89,1,2,18.69550561797753
521,15060,68,2,3,9.461764705882352
1309,18105,85,2,3,17.2
584,24064,89,3,1,7.8617977528089895
1933,21516,89,4,3,24.119101123595506
789,17092,56,2,1,15.089285714285714
343,8879,57,3,1,7.317543859649122
1626,3579,52,2,4,33.46923076923077
1904,12474,67,4,2,30.417910447761194
551,19642,75,2,3,9.146666666666667
1005,8802,86,2,1,12.686046511627907
1114,26602,53,2,2,22.418867924528303
185,21146,82,3,4,4.7560975609756095
1821,22529,55,1,2,34.209090909090904
273,4294,72,2,4,5.991666666666667
1358,17491,75,3,1,19.406666666666663
1906,8363,76,4,2,27.07894736842105
1202,19668,70,3,3,19.27142857142857
430,25826,63,1,1,7.525396825396825
1571,9237,68,3,3,25.202941176470585
214,21394,72,1,4,4.872222222222222
300,17525,78,2,2,5.246153846153846
1968,7261,80,3,4,27.1
1423,4029,80,1,3,19.2875
1360,4994,56,4,2,26.285714285714285
1685,4548,82,3,3,22.648780487804874
180,10413,72,4,3,4.9
703,9555,56,2,2,13.95357142857143
1805,21025,61,3,2,31.29016393442623
1569,20720,73,1,2,22.59315068493151
1971,5371,59,3,2,35.106779661016944
279,17671,56,1,3,6.482142857142857
745,25716,58,2,1,13.844827586206897
481,28570,88,1,2,6.5659090909090905
418,21845,62,2,4,8.941935483870967
1608,6743,81,4,4,22.651851851851852
499,12019,86,2,3,7.602325581395348
1162,27040,62,1,4,20.64193548387097
1876,13909,51,4,4,39.5843137254902
134,13008,51,4,3,5.027450980392157
1425,27870,60,4,4,26.55
376,26705,74,1,1,5.781081081081081
1615,22036,51,4,1,33.266666666666666
1632,20468,57,1,3,30.13157894736842
1995,10721,55,2,3,38.07272727272728
1536,21743,87,1,1,18.355172413793102
1996,17608,65,1,2,31.80769230769231
747,7584,52,2,1,15.365384615384615
1808,6352,79,1,2,23.98607594936709
1186,27822,77,4,2,17.402597402597404
357,10686,79,4,4,7.318987341772152
568,9932,65,1,3,10.23846153846154
229,5523,88,2,3,4.402272727272727
644,9087,71,4,4,11.870422535211267
535,2632,62,3,3,10.729032258064517
824,13867,59,3,4,16.466101694915256
1808,29231,65,4,4,30.615384615384617
636,18679,66,1,2,10.736363636363638
819,16145,89,2,3,11.002247191011236
1888,29297,82,3,2,24.724390243902437
1852,24584,84,3,2,23.747619047619047
1964,24448,81,2,4,26.446913580246918
222,9062,55,4,2,6.036363636363636
1793,22502,74,1,2,25.32972972972973
1447,21892,63,2,1,23.96825396825397
1094,29449,69,3,4,18.355072463768117
1420,7122,80,3,4,20.25
1213,21690,56,3,3,23.760714285714283
285,8910,82,4,4,6.275609756097561
292,6718,81,1,1,4.3049382716049385
1048,29561,74,2,2,15.562162162162162
621,4203,80,3,2,9.4625
1806,7333,65,2,4,29.984615384615388
1240,21708,61,1,2,21.427868852459017
591,23452,65,4,4,11.892307692307691
1092,6728,65,2,2,18.200000000000003
795,18993,70,4,3,13.757142857142856
687,8081,60,4,2,13.45
1491,14706,77,3,2,21.063636363636363
1748,4463,76,3,1,24.299999999999997
457,10637,69,3,3,8.723188405797103
1974,3736,51,2,2,40.10588235294117
1693,29780,61,2,4,29.954098360655742
388,2283,66,4,4,8.67878787878788
1093,7619,62,4,2,19.629032258064516
1260,22727,50,4,3,27.599999999999998
946,21457,67,4,3,16.519402985074628
1132,28699,82,3,4,16.304878048780488
1354,16451,68,1,3,21.41176470588235
834,8736,82,2,2,11.570731707317073
1269,20455,89,1,2,15.358426966292136
1759,1073,52,3,2,35.526923076923076
819,19369,66,2,3,14.209090909090907
921,18944,74,1,2,13.545945945945947
1564,18923,53,3,3,31.60943396226415
1345,11538,71,3,2,20.643661971830984
307,18329,79,3,1,5.186075949367089
1949,21233,55,4,3,37.83636363636364
1777,25148,82,3,1,22.97073170731707
116,9767,70,2,2,3.057142857142857
1333,10814,72,1,2,19.61388888888889
664,6113,69,2,1,10.623188405797102
1774,27766,89,4,2,21.93258426966292
1498,24775,78,3,1,20.5051282051282
1699,10706,77,3,3,24.16493506493506
1487,22485,60,4,3,27.183333333333334
157,19909,71,2,4,4.411267605633803
1787,15477,81,1,1,22.761728395061727
1156,7172,84,1,1,14.461904761904764
1678,22981,74,1,4,24.57567567567568
199,16876,68,3,3,5.026470588235294
1485,17296,69,4,1,23.12173913043478
542,6412,72,1,4,9.427777777777777
1831,24238,75,3,2,26.113333333333333
422,16103,70,2,3,7.828571428571428
1035,22387,65,3,2,17.623076923076923
971,17029,87,2,1,12.160919540229886
1266,15375,57,3,1,23.51052631578947
1399,7542,63,4,1,23.806349206349203
1749,19433,64,4,3,29.728125
1351,24280,59,2,1,23.89830508474576
1817,24435,75,1,4,26.12666666666667
1280,23893,58,1,1,22.76896551724138
415,20563,58,4,4,9.955172413793102
292,28658,75,2,3,5.693333333333333
121,5707,66,3,3,3.9333333333333336
128,5790,53,3,1,3.7150943396226412
1429,10854,79,2,4,20.28860759493671
176,17432,84,3,1,3.395238095238095
421,26000,89,4,4,7.5303370786516854
747,23944,72,4,1,11.975
1177,2353,80,4,2,16.7125
160,14705,83,3,4,4.427710843373494
1823,19931,64,4,2,30.484375
1549,7990,75,2,4,22.853333333333335
1272,10227,72,4,4,20.46666666666667
87,20463,88,1,4,2.8886363636363637
441,9646,50,4,3,11.219999999999999
1709,6708,59,4,2,30.966101694915253
1981,12299,54,2,4,38.885185185185186
1588,1316,80,2,1,20.85
932,21285,52,1,2,19.023076923076925
714,25041,77,3,1,10.572727272727274
561,5105,86,3,3,8.623255813953488
1014,22418,88,2,4,13.722727272727273
1015,27364,65,4,2,17.615384615384617
1734,28842,89,2,3,21.283146067415732
1734,9704,74,1,4,25.332432432432434
523,26699,54,1,1,10.385185185185186
405,9718,76,2,1,6.328947368421052
383,15908,87,3,1,5.702298850574714
1001,14189,86,3,1,12.939534883720931
168,27223,87,4,1,3.5310344827586206
489,16579,58,4,2,10.431034482758621
790,3530,62,1,1,13.441935483870969
930,15804,59,4,4,18.562711864406783
327,15858,87,3,1,5.058620689655173
536,24064,61,2,3,10.586885245901641
598,9713,74,4,1,9.68108108108108
130,8941,52,4,1,4.1000000000000005
659,2833,83,1,2,9.039759036144579
1897,22071,87,1,1,22.504597701149425
837,4043,71,2,2,13.188732394366198
142,13309,71,4,4,4.800000000000001
1153,21585,68,2,3,18.75588235294118
1511,8204,53,3,1,29.809433962264148
1169,1328,75,2,3,17.386666666666667
536,11055,67,2,3,9.8
753,27482,88,4,3,10.956818181818182
978,25539,73,3,2,15.097260273972603
1708,17388,82,3,2,22.529268292682925
796,20195,69,2,1,12.53623188405797
1554,10308,86,4,1,19.66976744186046
338,8634,67,1,3,6.544776119402985
983,25888,67,1,1,15.371641791044777
1185,10368,81,4,3,17.02962962962963
1061,8259,65,4,2,18.323076923076922
1157,20370,52,2,1,23.25
342,17352,54,1,2,7.433333333333333
1740,3629,81,1,4,23.381481481481483
1463,15529,52,4,4,30.934615384615384
